source_row,source_rows,source_page,generic_name,strength,dosage_form,route,base_uom,canonical_key,matched_product_id,import_status,notes
"158","158","11","Telmisartan","20 mg","Tablet","","Tablet","telmisartan|20mg|tablet","5e3112f5-a194-42bc-8c14-8bc0b8504ca5","EXISTING_MATCH","Explicit tablet dosage form."
"159","159","11","Montelukast","5 mg","Tablet (chewable)","","Tablet","montelukast|5mg|tabletchewable","39659fdd-cc85-4f6a-8094-d8622678f05e","EXISTING_MATCH","Explicit tablet dosage form."
"160","160","11","Mycophenolate","180 mg","Tablet (gastro Resistant)","","Tablet","mycophenolate|180mg|tabletgastroresistant","92f7d419-ca87-4ca5-be3f-3f492e8edb4a","EXISTING_MATCH","Explicit tablet dosage form."
"161","161","11","Mycophenolate","360 mg","Tablet (delayed Release)","","Tablet","mycophenolate|360mg|tabletdelayedrelease","29381d6e-da3a-49c4-97eb-5fd78f5ddd2b","EXISTING_MATCH","Explicit tablet dosage form."
"162","162","11","Midazolam","5 mg/mL","Injection","","Piece","midazolam|5mgml|injection","88007f85-3cfb-4669-8d7a-0b0480a73c10","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"163","163","11","Sodium Chloride","0.65 %","Nasal Spray","","Piece","sodiumchloride|065|nasalspray","26a0f531-85b0-43a2-9bae-5a6e14abcc58","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"164","164","11","Diclofenac Potassium","50 mg","Tablet","","Tablet","diclofenacpotassium|50mg|tablet","258a255e-83eb-4960-8bd1-90db137d469b","EXISTING_MATCH","Explicit tablet dosage form."
"165","165","11","Cyclophosphamide","200 mg","Injection","","Piece","cyclophosphamide|200mg|injection","5cc64e20-3660-46e1-802e-64fbaf011e72","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"166","166,167","11","Etanercept","50 mg/1 mL","Injection (pre- Filled Syringe)","","Piece","etanercept|50mg1ml|injectionprefilledsyringe","6ce340e0-e231-4abf-a615-3199889cdb7c","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"168","168","11","Etanercept","50 mg/1 mL","Injection (pre- Filled Pen)","","Piece","etanercept|50mg1ml|injectionprefilledpen","c5ef8d18-c9e5-43b8-b838-ca330d043ea3","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"169","169","11","Recombinant Human Granulocyte Colony Stimulating Factor","300 mcg/mL","Injection","","Piece","recombinanthumangranulocytecolonystimulatingfactor|300mcgml|injection","c2b23804-1308-4f00-85a7-f4b3e92f15be","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"170","170","11","Nilotinib","150 mg","Capsule","","Capsule","nilotinib|150mg|capsule","1c013d95-792c-4fd0-b4cc-36298870f786","EXISTING_MATCH","Explicit capsule dosage form."
"171","171","11","Nimodipine","10 mg/50 mL","Infusion","","Piece","nimodipine|10mg50ml|infusion","40603e8b-a247-45c1-a1b5-bc755ca4259e","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"172","172","11","Ciprofloxacin","200 mg/100 mL","Infusion","","Piece","ciprofloxacin|200mg100ml|infusion","fee676be-ad94-4bb3-86c4-ee7d397908a8","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"173","173","11","Thiamine Hydrochloride","100 mg/2 mL","Injection","","Piece","thiaminehydrochloride|100mg2ml|injection","2984a005-7a9b-4595-a10f-b9380e34696d","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"174","174","12","Fentanyl","100 mcg/2 mL","Injection","","Piece","fentanyl|100mcg2ml|injection","5e5c98ea-4e46-4eec-b247-d0ade1a452ba","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"175","175","12","Carboxymethylcellulose + Glycerin","0.5 % + 0.9 %","Eye Drops","","Drops","carboxymethylcelluloseglycerin|0509|eyedrops","74b1fb3c-9383-484a-83e3-b9496b66c518","EXISTING_MATCH","Explicit drops dosage form."
"176","176","12","Loratadine","5 mg/5 mL","Suspension","","Piece","loratadine|5mg5ml|suspension","8b8de9e3-254f-4852-b29d-66a5d5d930ee","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"177","177","12","Hyoscine Butylbromide","10 mg","Tablet","","Tablet","hyoscinebutylbromide|10mg|tablet","9ca9552e-2dd6-4565-ad27-22945a55ab0b","EXISTING_MATCH","Explicit tablet dosage form."
"178","178","12","Protamine Sulphate","50 mg/5 mL","Injection","","Piece","protaminesulphate|50mg5ml|injection","ba0726a8-ae24-4c6b-8640-5eae4afca783","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"179","179","12","Oseltamivir","45 mg","Capsule","","Capsule","oseltamivir|45mg|capsule","4a0a480b-9bce-4c41-b2a6-fd1aa2d529d8","EXISTING_MATCH","Explicit capsule dosage form."
"180","180","12","Octreotide","50 mcg/mL","Injection","","Piece","octreotide|50mcgml|injection","def0fccf-bc36-487f-a12d-191208576335","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"181","181","12","Pantoprazole","20 mg","Tablet (delayed Release)","","Tablet","pantoprazole|20mg|tabletdelayedrelease","0964de8a-3c70-4099-b80b-cc969493faab","EXISTING_MATCH","Explicit tablet dosage form."
"182","182","12","Paracetamol","500 mg","Tablet","","Tablet","paracetamol|500mg|tablet","13098e3f-6e06-4f9b-895b-472021fe67fb","EXISTING_MATCH","Explicit tablet dosage form."
"183","183","12","Enoxaparin","40 mg/0.4 mL","Injection","","Piece","enoxaparin|40mg04ml|injection","e6f04199-85cb-44a8-94f8-45111ab96ab8","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"184","184","12","Pemetrexed","100 mg","Injection","","Piece","pemetrexed|100mg|injection","6214f05f-d0f8-4835-99d1-673cc948b8ab","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"185","185,186","12","Phenylephrine","10 mg/mL","Injection","","Piece","phenylephrine|10mgml|injection","f0936af5-9fae-4310-a960-b87c34e7080e","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"187","187","12","Piroxicam","0.50 %","Gel","","Piece","piroxicam|050|gel","c7e47abc-4b9e-4aea-87b0-8730168952f3","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"188","188","12","Cefepime","1 g","Injection","","Piece","cefepime|1g|injection","4985d456-2f91-49f5-90df-d10d6e736095","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"190","190","13","Pneumococcal Polysaccharide Conjugate Vaccine (adsorbed) 10 Valent","5 doses/vial","Injection","","Piece","pneumococcalpolysaccharideconjugatevaccineadsorbed10valent|5dosesvial|injection","a2309a39-3f95-4d8f-a6c4-9e52a2885c06","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"193","193","13","Pramipexole","0.25 mg","Tablet","","Tablet","pramipexole|025mg|tablet","1fe4a9bd-7d46-4c56-b5e3-a5c4c89e7030","EXISTING_MATCH","Explicit tablet dosage form."
"194","194,195,196","13","Human Normal Immunoglobulin Solution For Infusion 100g/1000ml","100 g/1000 mL","Infusion","","Piece","humannormalimmunoglobulinsolutionforinfusion100g1000ml|100g1000ml|infusion","dbc96445-cf3b-4ee7-9845-1d5fd27475d4","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"197","197","14","Human Normal Immunoglobulin","100 g/1000 mL","Infusion","","Piece","humannormalimmunoglobulin|100g1000ml|infusion","72855b1a-b9ab-4a50-ad70-80ba969b95fb","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"198","198,199","14","Promethazine","5 mg/5 mL","Oral Solution","","Piece","promethazine|5mg5ml|oralsolution","92b44507-0a1f-46fb-a480-2329a2e90849","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"200","200,201","14","Promethazine","25 mg/mL","Injection","","Piece","promethazine|25mgml|injection","c41daf91-8ee8-4813-961a-af47b7ca4b49","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"202","202","14","Glucose","10 %","Infusion","","Piece","glucose|10|infusion","57e609bf-5eea-40c4-a701-44cc7298c165","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"203","203","14","Ranitidine","25 mg/mL","Injection","","Piece","ranitidine|25mgml|injection","3fc3f9e2-56a2-471d-9051-d1b44ab72a37","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"204","204","14","Diazepam","5 mg/mL","Injection","","Piece","diazepam|5mgml|injection","95ab930b-dd2a-4dfa-b0ba-a4c147c1397c","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"205","205,206","14","Infliximab","120 mg","Injection","","Piece","infliximab|120mg|injection","c478a1c0-8310-4a99-86f4-51c0d579c2d0","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"207","207,210,225","14","Risperidone","2 mg","Tablet","","Tablet","risperidone|2mg|tablet","fddba34a-cee4-4bab-a0a8-49aaf1f1a137","EXISTING_MATCH","Explicit tablet dosage form."
"208","208","14","Risperidone","1 mg","Tablet","","Tablet","risperidone|1mg|tablet","2fc80795-653f-42a5-917c-51aa4b3581bd","EXISTING_MATCH","Explicit tablet dosage form."
"209","209","14","Deferiprone","500 mg","Tablet","","Tablet","deferiprone|500mg|tablet","0cb17863-c44a-4098-b907-e1a928a33598","EXISTING_MATCH","Explicit tablet dosage form."
"211","211","14","Rizatriptan","5 mg","Tablet","","Tablet","rizatriptan|5mg|tablet","c69e6cd1-fb5d-4c14-870f-aaa1b2cc56c2","EXISTING_MATCH","Explicit tablet dosage form."
"212","212","14","Meropenem","500 mg","Injection","","Piece","meropenem|500mg|injection","ba4a55fc-cecc-4c30-88b8-927f120a8c5e","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"213","213","15","Rosuvastatin","10 mg","Tablet","","Tablet","rosuvastatin|10mg|tablet","d627285c-c46f-49e9-b72e-a69142ceab74","EXISTING_MATCH","Explicit tablet dosage form."
"214","214","15","Rosuvastatin","5 mg","Tablet","","Tablet","rosuvastatin|5mg|tablet","9fd45df5-7b8d-4020-8c1b-ab77ae545f73","EXISTING_MATCH","Explicit tablet dosage form."
"215","215","15","Sodium Chloride","0.90 %","Infusion","","Piece","sodiumchloride|090|infusion","7103edf8-adba-4a81-87cd-360891982245","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"216","216","15","Rupatadine","10 mg","Tablet","","Tablet","rupatadine|10mg|tablet","14beff28-1203-45bf-b5ee-415ba7876da2","EXISTING_MATCH","Explicit tablet dosage form."
"217","217","15","Coagulation Factor Viii (recombinant)","500 IU","Injection","","Piece","coagulationfactorviiirecombinant|500iu|injection","d5b92813-7c85-411c-b13a-c79ad42387d6","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"218","218","15","Coagulation Factor Viii (recombinant)","250 IU","Injection","","Piece","coagulationfactorviiirecombinant|250iu|injection","802552c9-d6e3-4db8-aee6-bec7cb386709","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"219","219","15","Somatropin","5.83 mg/mL","Injection","","Piece","somatropin|583mgml|injection","b261a57f-192c-4d7e-86ef-f274b89df97b","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"220","220,221,222,223","15","Salbutamol","BP 2 mg/5 mL","Oral Solution","","Piece","salbutamol|bp2mg5ml|oralsolution","c0b82a77-cfd3-49a1-88aa-f7e31fd4058c","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"224","224","15","Salbutamol","200 mcg/dose","Pressurized Inhalation","","Inhaler","salbutamol|200mcgdose|pressurizedinhalation","49186038-33fd-4592-9836-ed328140aa2f","EXISTING_MATCH","Explicit inhaler presentation."
"227","227","15","Cefuroxime","250 mg","Injection","","Piece","cefuroxime|250mg|injection","a71ca75b-8189-47e6-b89e-48d028ff7fe0","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"228","228","15","Sildenafil","20 mg","Tablet","","Tablet","sildenafil|20mg|tablet","436ed645-1698-4581-bc47-3c1d82b7d684","EXISTING_MATCH","Explicit tablet dosage form."
"229","229","16","Sildenafil","50 mg","Tablet","","Tablet","sildenafil|50mg|tablet","82c37360-def8-4b2a-9df8-80ce4f4e40fe","EXISTING_MATCH","Explicit tablet dosage form."
"230","230","16","Basiliximab","20 mg","Injection","","Piece","basiliximab|20mg|injection","e18cdc40-bcd0-4709-b960-91e66df3bd85","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"233","233","16","Isotretinoin","10 mg","Capsule","","Capsule","isotretinoin|10mg|capsule","b41aa45c-c027-433c-87ee-2c8653852b47","EXISTING_MATCH","Explicit capsule dosage form."
"234","234","16","Succinylcholine","50 mg/mL","Injection","","Piece","succinylcholine|50mgml|injection","193e1ce0-55e7-4986-aa2f-e72038da3218","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"235","235,236","16","Tamsulosin","0.4 mg","Capsule","","Capsule","tamsulosin|04mg|capsule","5b75b8ee-3106-41eb-8fd6-d3d974a5ad31","EXISTING_MATCH","Explicit capsule dosage form."
"237","237","16","Cefotaxime","500 mg","Injection","","Piece","cefotaxime|500mg|injection","35b20636-5f37-4e59-b937-940ce2671623","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"238","238","16","Teicoplanin","200 mg","Injection","","Piece","teicoplanin|200mg|injection","fc748e2b-3979-4e6c-857b-dd117f9f4d70","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"239","239","16","Teicoplanin","400 mg","Injection","","Piece","teicoplanin|400mg|injection","9eb6f1d8-cd83-4ab8-9e43-4765ef33294a","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"240","240","16","Terbinafine","1.12 %","Gel","","Piece","terbinafine|112|gel","14d11a23-64cc-4b7d-802e-d553e5ff338f","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"241","241","16","Carbamazepine","200 mg","Tablet (controlled Release)","","Tablet","carbamazepine|200mg|tabletcontrolledrelease","e21202a8-742e-4801-98b2-4ce3db642a10","EXISTING_MATCH","Explicit tablet dosage form."
"242","242","16","Telmisartan","40 mg","Tablet","","Tablet","telmisartan|40mg|tablet","3089359e-f596-4f54-a550-e0b042a976ff","EXISTING_MATCH","Explicit tablet dosage form."
"243","243","16","Tetracycline","250 mg","Capsule","","Capsule","tetracycline|250mg|capsule","61b468d2-dc56-4ce7-9f55-fdb70c4caf2f","EXISTING_MATCH","Explicit capsule dosage form."
"244","244","16","Theophylline Controlled Release Capsules","200 mg","Capsule","","Capsule","theophyllinecontrolledreleasecapsules|200mg|capsule","afa6ab1b-7d60-4447-b354-b060a9ef16e0","EXISTING_MATCH","Explicit capsule dosage form."
"245","245","17","Azathioprine","50 mg","Tablet","","Tablet","azathioprine|50mg|tablet","3deb8d52-b7ec-4ed7-ad7f-a0f8829ff972","EXISTING_MATCH","Explicit tablet dosage form."
"246","246","17","Levothyroxine","50 mcg","Tablet","","Tablet","levothyroxine|50mcg|tablet","5958e96a-b367-4729-8898-206b7aa3cc3a","EXISTING_MATCH","Explicit tablet dosage form."
"247","247","17","Thyroxin","25 mcg","Tablet","","Tablet","thyroxin|25mcg|tablet","ee54b24e-14aa-4dee-947a-714d73d84b80","EXISTING_MATCH","Explicit tablet dosage form."
"248","248","17","Ticagrelor","90 mg","Tablet","","Tablet","ticagrelor|90mg|tablet","94f3a222-48fa-44b5-a152-2f0cd5f049d6","EXISTING_MATCH","Explicit tablet dosage form."
"249","249","17","Topiramate","25 mg","Tablet","","Tablet","topiramate|25mg|tablet","0263373c-5da2-4d0d-a211-5bd67f280aa1","EXISTING_MATCH","Explicit tablet dosage form."
"250","250","17","Topiramate","50 mg","Tablet","","Tablet","topiramate|50mg|tablet","746f8cfb-73d4-4118-bf77-9b1698ca0710","EXISTING_MATCH","Explicit tablet dosage form."
"251","251","17","Ketorolac","30 mg/mL","Injection","","Piece","ketorolac|30mgml|injection","f0844cb6-28b3-45d1-990c-e318a6768b99","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"252","252","17","Torasemide","10 mg","Tablet","","Tablet","torasemide|10mg|tablet","075c26ca-9874-46e2-9d08-b31544cf3e63","EXISTING_MATCH","Explicit tablet dosage form."
"253","253","17","Terlipressin","1 mg/10 mL","Injection","","Piece","terlipressin|1mg10ml|injection","4de805b1-c2e2-439b-962e-037f8dc29cc8","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"254","254","17","Ceftriaxone","1000 mg","Injection","","Piece","ceftriaxone|1000mg|injection","3074e792-5b8f-4230-858b-f4f627a715c0","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"255","255","17","Ciprofloxacin","500 mg","Tablet","","Tablet","ciprofloxacin|500mg|tablet","12140531-96eb-4257-ae49-69f634f68414","EXISTING_MATCH","Explicit tablet dosage form."
"256","256","17","Flucloxacillin","500 mg","Injection","","Piece","flucloxacillin|500mg|injection","8e2c6871-f7a0-4911-adbf-2ce673b16ac2","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"257","257","17","Progesterone","8 %","Vaginal Gel","","Piece","progesterone|8|vaginalgel","4cc95b8e-7837-4cdd-93ff-2963c44cea75","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"258","258","17","Clotrimazole","100 mg","Pessary","","Piece","clotrimazole|100mg|pessary","be13fcf9-eefb-4071-8b29-da5514718269","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"259","259","17","Vancomycin","1000 mg","Injection","","Piece","vancomycin|1000mg|injection","55b70b0f-5265-4d6d-973b-ad3d1947ce39","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"260","260","17","Varicella Virus Vaccine, Live, Attenuated (oka- Strain)","2000 PFU","Injection","","Piece","varicellavirusvaccineliveattenuatedokastrain|2000pfu|injection","af68f835-7a40-4327-b60d-47b568f37c36","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"261","261","17","Vasopressin","20 IU/mL","Injection","","Piece","vasopressin|20iuml|injection","1c2b3345-c5ba-4a18-b1de-e3e9f41a4856","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"262","262","18","Trimetazidine","35 mg","Tablet (modified Release)","","Tablet","trimetazidine|35mg|tabletmodifiedrelease","a4c045e2-85e0-45dc-8a97-29e34d7596fc","EXISTING_MATCH","Explicit tablet dosage form."
"263","263","18","Clobazam","5 mg","Tablet","","Tablet","clobazam|5mg|tablet","0f6ee041-0e55-437a-8a17-092ce7edc870","EXISTING_MATCH","Explicit tablet dosage form."
"264","264","18","Betahistine","24 mg","Tablet","","Tablet","betahistine|24mg|tablet","8ddc66c4-81a0-4139-ad68-dc9cf5cba7c8","EXISTING_MATCH","Explicit tablet dosage form."
"266","266","18","Vildagliptin","50 mg","Tablet","","Tablet","vildagliptin|50mg|tablet","a4700fd4-2d39-4aa7-bf6a-530492be11bc","EXISTING_MATCH","Explicit tablet dosage form."
"267","267","18","Erythropoietin","4000 IU/mL","Injection","","Piece","erythropoietin|4000iuml|injection","d03a7a8d-2fea-469c-baa3-23701f8c1eaf","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"268","268","18","Mebendazole Tablets 500 Mg","500 mg","Tablet","","Tablet","mebendazoletablets500mg|500mg|tablet","bcd03f7d-cc6a-4da2-b93c-8fb99d93e0db","EXISTING_MATCH","Explicit tablet dosage form."
"269","269,270","18","Insulin Biphasic Isophane","100 IU/mL","Injection (recombinant Dna Origin)","","Piece","insulinbiphasicisophane|100iuml|injectionrecombinantdnaorigin","9987d278-27a0-406a-bbdc-e7f82bbe94dc","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"271","271,300","18","Bisoprolol Fumarate","5 mg","Tablet","","Tablet","bisoprololfumarate|5mg|tablet","921c1696-5b76-473d-9933-f463d76c790a","EXISTING_MATCH","Explicit tablet dosage form."
"272","272","18","Calcium + Cholecalciferol","1250 mg + 400 IU","Tablet (chewable)","","Tablet","calciumcholecalciferol|1250mg400iu|tabletchewable","400540d9-21ad-44dd-9d6d-cde415e3bc6e","EXISTING_MATCH","Explicit tablet dosage form."
"274","274","18","Zoledronic Acid","4 mg","Injection","","Piece","zoledronicacid|4mg|injection","1b4af66c-b5b0-447e-9afc-d44fff1df29b","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"275","275","18","Bisacodyl","10 mg","Suppository","","Suppository","bisacodyl|10mg|suppository","1004f72c-0ee1-42d7-85a1-1090fb8b8377","EXISTING_MATCH","Explicit suppository dosage form."
"276","276","19","Abacavir","300 mg","Tablet","","Tablet","abacavir|300mg|tablet","bb2e754f-aa09-4e6b-bcf9-3dba0dcd07fd","EXISTING_MATCH","Explicit tablet dosage form."
"277","277","19","Abiraterone Acetate","250 mg","Tablet","","Tablet","abirateroneacetate|250mg|tablet","dd4a147b-e438-4b5a-a038-f9ea55efa05b","EXISTING_MATCH","Explicit tablet dosage form."
"278","278","19","Aciclovir Sodium","250 mg","Infusion","","Piece","aciclovirsodium|250mg|infusion","61e23f5c-81e1-42a1-bb15-2cbecfa5ac0c","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"280","280","19","Alfacalcidol","0.25 mcg","Capsule","","Capsule","alfacalcidol|025mcg|capsule","bdf1518f-cedd-4db7-8972-710f066988b9","EXISTING_MATCH","Explicit capsule dosage form."
"281","281","19","Amisulpride","100 mg","Tablet","","Tablet","amisulpride|100mg|tablet","2ed1aac3-a9c9-4856-a8f1-32ef76c08db7","EXISTING_MATCH","Explicit tablet dosage form."
"282","282","19","Amlodipine Besylate","5 mg","Tablet","","Tablet","amlodipinebesylate|5mg|tablet","95097815-a6b5-4d24-96d0-f04dedf40da9","EXISTING_MATCH","Explicit tablet dosage form."
"283","283","19","Amoxicillin & Clavulanate Pottasium","156.25 mg/5 mL","Oral Suspension","","Piece","amoxicillinclavulanatepottasium|15625mg5ml|oralsuspension","907d55e4-8a15-4615-ba2e-f2d89f522727","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"284","284","19","Amoxicillin & Clavulanate Pottasium","1000 mg","Tablet","","Tablet","amoxicillinclavulanatepottasium|1000mg|tablet","e82fd365-95a9-4370-b6b0-af4705848038","EXISTING_MATCH","Explicit tablet dosage form."
"285","285,286","19","Apixaban","2.5 mg","Tablet","","Tablet","apixaban|25mg|tablet","61c3cf25-8fc2-4da8-b599-8a32f9546ae5","EXISTING_MATCH","Explicit tablet dosage form."
"288","288","19","Ascorbic Acid","500 mg","Chewable Tablets","","Piece","ascorbicacid|500mg|chewabletablets","c2b36265-6bbb-4d6a-a533-980e8e087e38","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"289","289","19","Atenolol","5O mg","Tablet","","Tablet","atenolol|5omg|tablet","0af758af-0806-473e-a4f9-173f077e078c","EXISTING_MATCH","Explicit tablet dosage form."
"290","290","19","Atomoxetine","18 mg","Capsule","","Capsule","atomoxetine|18mg|capsule","1e326794-c5e9-4c6a-8deb-2cbfc2d5cd1a","EXISTING_MATCH","Explicit capsule dosage form."
"293","293","20","Beclometasone","50 mcg","Aqueous Nasal Spray","","Piece","beclometasone|50mcg|aqueousnasalspray","83b68fc0-337c-4b2f-a001-83354a80fe82","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"294","294","20","Betahistine Dihydrochloride","16 mg","Tablet","","Tablet","betahistinedihydrochloride|16mg|tablet","210fad7a-cf1d-4b0e-9a92-4e8963c71395","EXISTING_MATCH","Explicit tablet dosage form."
"295","295","20","Betahistine Dihydrochloride","8 mg","Tablet","","Tablet","betahistinedihydrochloride|8mg|tablet","64e73345-3150-4302-8934-a02e170d08ca","EXISTING_MATCH","Explicit tablet dosage form."
"297","297","20","Bevacizumab Concentrated Solution","100 mg/4 mL","Infusion","","Piece","bevacizumabconcentratedsolution|100mg4ml|infusion","db24f0b9-cbce-4c54-b942-772f00cfff8e","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"298","298","20","Bevacizumab Concentrated Solution","400 mg/16 mL","Infusion","","Piece","bevacizumabconcentratedsolution|400mg16ml|infusion","a9938165-1973-4e02-aa12-bca1a86eb245","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"299","299","20","Bisacodyl Delayed Release","5 mg","Tablet","","Tablet","bisacodyldelayedrelease|5mg|tablet","a197af65-687d-4b61-bba2-e445243c27ce","EXISTING_MATCH","Explicit tablet dosage form."
"301","301,302","20","Bivalent Poliomyelitis","Type 1 & 3 Live (Oral)","Vaccine","","Piece","bivalentpoliomyelitis|type13liveoral|vaccine","1b722aba-b423-43de-9dd7-30bd8519b654","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"303","303","21","Brimonidine Tartrate + Timolol","2 mg/mL + 5 mg/mL","Eye Drops","","Drops","brimonidinetartratetimolol|2mgml5mgml|eyedrops","fc4054bf-9607-4dc6-badb-acdd7ea47973","EXISTING_MATCH","Explicit drops dosage form."
"305","305","21","Cabergoline","0.5 mg","Tablet","","Tablet","cabergoline|05mg|tablet","82268f63-64da-47a6-a7f1-20010ad71ed8","EXISTING_MATCH","Explicit tablet dosage form."
"306","306,307","21","Calcipotriol","0.005%W/W","Ointment","","Piece","calcipotriol|0005ww|ointment","e485b447-bb2c-4e8d-93d7-953003d49794","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"310","310","21","Calcium Folinate","50 mg","Injection","","Piece","calciumfolinate|50mg|injection","bd324ff2-8db6-4aca-831d-8ddc02b84d4d","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"311","311","21","Candesartan","16 mg","Tablet","","Tablet","candesartan|16mg|tablet","beef50ad-7574-4c06-8377-ce91273d5ca7","EXISTING_MATCH","Explicit tablet dosage form."
"312","312","21","Carbimazole","10 mg","Tablet","","Tablet","carbimazole|10mg|tablet","89cff7fd-de9c-409f-87ce-bf75407177e3","EXISTING_MATCH","Explicit tablet dosage form."
"314","314","22","Carvedilol","12.5 mg","Tablet","","Tablet","carvedilol|125mg|tablet","2f347a00-be84-4b36-8199-f33286dc287b","EXISTING_MATCH","Explicit tablet dosage form."
"315","315","22","Carvedilol","3.125 mg","Tablet","","Tablet","carvedilol|3125mg|tablet","e866c177-2894-43da-a376-8b2c30fa8181","EXISTING_MATCH","Explicit tablet dosage form."
"316","316","22","Cefepime","1000 mg","Injection","","Piece","cefepime|1000mg|injection","f8a1aaaa-ea63-4c8c-887e-05dc6523e10a","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"318","318","22","Ceftazidime","1000 mg","Injection","","Piece","ceftazidime|1000mg|injection","f2e18921-2a4e-4780-a7d1-b05e36070a68","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"319","319","22","Ceftriaxone","500 mg","Injection","","Piece","ceftriaxone|500mg|injection","8295c9bd-7ccb-404a-89e3-28870433c4b0","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"320","320","22","Cefuroxime Axetil","125 mg","Tablet","","Tablet","cefuroximeaxetil|125mg|tablet","0d7024ee-5637-4fbf-bce5-b818bee41566","EXISTING_MATCH","Explicit tablet dosage form."
